"","residLD","residB","fittedLD","fittedB"
"34.1/1",-0.567595370450922,-0.537248031248055,-1.05869857317042,-0.729818294302586
"34.1/3",0.487031504620707,0.688070028999146,0.0721081468654685,0.183274509449842
"47.1/11",-0.0108637588149655,-0.744925647541327,-1.04067115462621,-1.81570024023033
"96.1/12",-0.157649482818602,0.823816364467409,-0.530711141500433,-0.335386688467662
"119.1/34",0.000119035337398427,-1.01874620025583,-1.03081388198292,-0.854303399793834
"123.1/35",0.0751238918828162,-0.404568360793754,-0.184190405246298,-0.556266910095638
"123.1/36",-0.0340054676518452,0.89098971672129,-0.0820607053322888,-0.442689537420725
"180.1/42",-0.0551536834398747,0.173304355077168,-0.819403656241874,-0.93087283188027
"213.1/47",-0.0785208952083782,-0.0118399883731506,-0.470071632552642,-0.711785188257734
"213.1/52",0.0936832830737108,0.0321200608378077,-0.204767437982142,-0.664397139321564
"215.1/54",-0.389232891723254,0.0339493241519181,0.33352609391448,-1.34631360313273
"215.1/55",0.387190742829469,0.0339493241519181,0.85432008453661,-1.34631360313273
"215.1/56",0.449119805612154,0.0339493241519181,0.895859628551988,-1.34631360313273
"252.1/58",-0.298394985416567,-0.387280831344206,-1.5428249038815,-1.10775998321353
"254.1/59",-0.106699510111697,0.41252780119512,-0.626634975606121,-0.440818617361595
"317.1/73",0.164321072426206,0.447266967536149,0.375064371857975,-0.0332289857508702
"317.2/76",-0.0100945108085003,-0.0257833484242269,-0.449547317456954,-0.678254441828339
"374.1/81",0.088232887135176,0.422618552004705,-0.202307291048882,-0.631525119586788
"4.1/82",0.162462898365669,0.748700606448088,0.0819373839636203,-0.146899291437923
"52.1/83",-1.33091346660099,-0.308711058713822,-2.30321062636367,-1.75781064251904
"52.1/84",-0.464581384874166,-0.308711058713822,-2.17691400360525,-1.75781064251904
"70.1/109",-0.127232116295272,0.267596387488622,-0.451145341359914,-0.0878522908360654
"70.1/104",-0.461748995780432,0.253138748634551,-0.594316076786727,-0.163324547770419
"70.1/117",-0.203344136986948,-0.0389992343726066,-0.48127931336463,-0.101124128171982
"70.1/118",-0.802381787728942,-0.0855984301712465,-0.753424579107946,-0.238318269106773
"70.1/89",0.95948094136202,-0.158847032899703,-0.120621176218712,-0.0826161031706494
"70.1/96",0.54451057830698,-0.0695658309270674,-0.248009042390058,-0.0821354853184204
"176.1/121",0.377612391359123,-0.231795410209285,-0.263678723579042,-0.177326898436708
"176.1/122",0.205401225139753,-0.16270658510604,-0.297204956114324,-0.167654600057603
"176.1/123",-0.591038682528486,-0.132746058025987,-0.54214480641526,-0.163460185735454
"344.1/124",0.0595058984606834,-0.857825008654983,-0.155210213264363,-0.30623496925965
"349.1/125",-0.32420802416056,0.548798919217698,-1.07258223999553,-0.528643296300413
"29.1/126",0.209232041248069,0.199021743565631,-0.00109060092746436,-0.702577013265079
"29.1/131",-0.243359552206791,-0.087871289923767,-0.622642831894967,-1.18050179032407
"29.2/128",-0.112446617134749,-0.553304495459555,-0.057521665478633,-1.40663828842966
"29.2/129",0.702173607223009,-0.353028539450366,0.481801438634735,-1.47831828874603
"29.1/134",0.210126460312304,0.161049375668455,-0.0132380209163486,-0.707674117224109
"29.1/135",-0.0791151354375494,-0.0942565816032912,-0.535806364370366,-1.18131580069208
"29.2/140",0.205690602228367,-0.543187021168823,0.138871443688587,-1.40511879991595
"29.2/137",-0.42271978648935,-0.34462530618379,-0.264734631978797,-1.47680431187265
"170.1/142",0.117371301279987,0.147210187602408,-0.18519773345056,-0.273048486923424
"170.1/143",0.0789154808411123,0.147210187602408,-0.193679796520982,-0.273048486923424
"262.1/144",0.185540177032451,-0.436570900117457,-1.22841653629332,-0.707225361075684
"262.1/145",-0.655864163360702,0.408864107918253,-1.15876993232801,-0.459565195579713
