"","zcor.ECD.LD","var.zcor.ECD.LD","preds","lwr","upr"
"1",-1.04174682703602,0.00980392156862745,-0.637220657226514,-0.874573314345255,-0.399868000107773
"2",-0.574435241027575,0.0769230769230769,-0.583040581514905,-0.79424061062202,-0.37184055240779
"3",-1.03077420353712,0.111111111111111,-0.0262167823298464,-0.326115220482173,0.27368165582248
"4",-0.175894359220997,0.0121951219512195,-0.329650814016465,-0.516216769834868,-0.143084858198062
"5",-0.0860964118610402,0.0140845070422535,-0.375183907554387,-0.536924445390723,-0.213443369718051
"6",0.327074516823066,0.00680272108843537,-0.314994904128451,-0.493158187312709,-0.136831620944193
"7",-0.183691333078745,0.00709219858156028,-0.444794216131951,-0.611036529604795,-0.278551902659108
"8",-0.824864684656284,0.00980392156862745,-0.586658085781162,-0.799495297117058,-0.373820874445265
"9",-0.474722808968374,0.00350877192982456,-0.404775312166537,-0.572074285695404,-0.237476338637669
"10",-0.199218119222792,0.00350877192982456,-0.368630776507876,-0.531730287896356,-0.205531265119396
"11",0.286667960195335,0.0144927536231884,0.210063782944915,-0.242764408249396,0.662891974139226
"12",0.900932372419048,0.0144927536231884,0.0647584069165974,-0.286283275046424,0.415800088879619
"13",0.949927299488322,0.0144927536231884,0.0773412258710365,-0.282996005006487,0.43767845674856
"14",-1.61987015782218,0.0666666666666667,-0.445247387014602,-0.611560914004712,-0.278933860024493
"15",-0.641154939804932,0.0185185185185185,-0.253661170072386,-0.440550376356594,-0.0667719637881769
"16",0.402451217262343,0.0277777777777778,-0.365844608789305,-0.528087473106252,-0.203601744472357
"17",-0.451052118281448,0.0222222222222222,-0.294700046008411,-0.468934265943911,-0.120465826072911
"18",-1.97257503929598,0.0196078431372549,-0.648102891309259,-0.896229120729915,-0.399976661888603
"19",-0.189154308816527,0.0222222222222222,-0.274661867906909,-0.481581283530233,-0.0677424522835853
"20",-0.29856768114846,0.00258397932816537,-0.398320736970925,-0.559950581122562,-0.236690892819289
"21",-1.12702902604969,0.0144927536231884,-0.577654179194747,-0.786494008924558,-0.368814349464936
"22",0.130739850028878,0.0144927536231884,-0.326371185958658,-0.493558818640144,-0.159183553277172
"23",-0.362769840512581,0.00709219858156028,-0.50827117014954,-0.722161925660977,-0.294380414638104
"24",-0.195600647510381,0.00709219858156028,-0.392929811773913,-0.573854505680048,-0.212005117867778
"25",-0.532599649905692,0.0476190476190476,-0.487650602811321,-0.666105920242903,-0.30919528537974
"26",-0.580910263441852,0.0476190476190476,-0.480845826798512,-0.656825357162649,-0.304866296434375
"27",-0.325033090119006,0.0476190476190476,-0.629825807315663,-0.863421252527153,-0.396230362104172
"28",-0.532820189957244,0.0476190476190476,-0.636572299147814,-0.873593427924225,-0.399551170371403
"29",-0.484199512393079,0.0476190476190476,-0.454686866387389,-0.622703135076707,-0.286670597698072
"30",-0.486433181297483,0.0769230769230769,-0.324331050517114,-0.497989742761037,-0.15067235827319
"31",-0.722382206069831,0.0769230769230769,-0.356490083780057,-0.526719395077456,-0.186260772482658
"32",-0.537676829708585,0.0769230769230769,-0.320692589259889,-0.497292861010512,-0.144092317509266
"33",-0.975965246658343,0.0769230769230769,-0.347624002050589,-0.517474117508911,-0.177773886592267
"34",0.145490957005228,0.0769230769230769,-0.352018352259497,-0.519064646659259,-0.184972057859734
"35",-0.0969889800732602,0.0769230769230769,-0.338141282606761,-0.506549292265787,-0.169733272947734
"36",-0.986326263544126,0.333333333333333,-0.408336528198386,-0.58807873326569,-0.228594323131081
"37",-1.34140948094322,0.333333333333333,-0.440055353475661,-0.607211630216897,-0.272899076734426
"38",-0.166179623375346,0.0666666666666667,-0.419300223784627,-0.582225172020961,-0.256375275548293
"39",-0.244170587830533,0.0666666666666667,-0.439204683698412,-0.604557413543715,-0.273851953853109
"40",-0.69475033804174,0.0666666666666667,-0.423006930604491,-0.58629679382977,-0.259717067379212
"41",-0.965328197333,0.037037037037037,-0.392073243524494,-0.685616243208597,-0.0985302438403911
"42",-0.0270322184766242,0.037037037037037,-0.3348473725916,-0.627848911114326,-0.041845834068873
"43",-0.362000594089888,0.333333333333333,-0.306711189583606,-0.477971554670875,-0.135450824496337
"44",-0.3879637140409,0.00854700854700855,-0.450809603912168,-0.618247089858039,-0.283372117966298
"45",-0.942565516523099,0.00854700854700855,-0.453122766116722,-0.620886008603078,-0.285359523630366
"46",0.0300998702259838,0.0222222222222222,-0.346215738270056,-0.541209943272752,-0.15122153326736
"47",-0.658920732008853,0.0222222222222222,-0.598065154579955,-0.819113647311215,-0.377016661848695
"48",-0.0742842174621791,0.0222222222222222,-0.43742880016921,-0.614830220218074,-0.260027380120346
"49",0.586475299818527,0.0222222222222222,-0.517928100112155,-0.708702947545909,-0.3271532526784
"50",0.0180857823589663,0.0222222222222222,-0.318587875823792,-0.533445029764314,-0.103730721883269
"51",-0.54760015242953,0.0222222222222222,-0.494353068625768,-0.683048795501747,-0.305657341749788
"52",0.169533988282954,0.0222222222222222,-0.396142660701106,-0.599572624669664,-0.192712696732548
"53",-0.327749977180423,0.0222222222222222,-0.391738614093122,-0.607638000505654,-0.175839227680589
"54",-0.140835551415862,0.142857142857143,-0.351038329584996,-0.518262303772441,-0.183814355397551
"55",-0.163852548392601,0.142857142857143,-0.352146065707237,-0.519045044590382,-0.185247086824091
