"","Predictor","Chisq","Df","P.Value"
"1","zcor.ECD.B",10.0700007758755,1,0.00150702968711192
"2","ECD_max",0.242835637923277,1,0.622165527475248
"3","study_type",2.36278324549007,1,0.124260314377349
