"","residLD","residB","fittedLD","fittedB"
"58.1/344",0.0421727708125897,0.206023913977129,0.508616348415839,0.345536799164164
"115.1/350",-0.43670637546666,-0.229938621040452,0.176573995223922,0.136212753215066
"115.1/363",0.321526964629813,0.0501217455816593,0.893660645232186,0.431459160280271
"115.1/364",-0.453977698756568,-0.361047575815812,0.154767351263282,0.048756000614104
"115.1/353",0.171901366984048,0.300667566905053,0.815449155778589,0.600696559353946
"115.1/354",0.469055932641793,0.374326556749078,0.827736467802003,0.552088942660152
"115.1/355",0.36168725452877,0.179447605467199,0.740273646268247,0.416893620766371
"140.1/368",-0.105277344640048,-0.198271034166228,0.216758430472421,-0.24826209183952
"153.1/372",0.0385393946786176,-0.232064677166821,0.692868770750996,0.0326190531698695
"153.1/379",0.121312686772697,0.259063636124902,0.877734908371753,0.40720092417126
"153.2/375",-0.232262736033956,-0.173467675554671,0.265630861304625,0.370670138577475
"153.3/376",-0.322131853130831,-0.139257142705772,0.0547804934878821,0.199037773747095
"153.4/377",0.57266347990477,0.177667394654342,1.61835481018467,0.755021155779482
"153.5/378",0.291194673765238,-0.377122210308218,0.810820867439497,0.0236793383425645
"153.2/380",0.336233465066265,0.363961149367429,0.737715006976499,0.78356487875759
"153.3/381",0.284718594040656,0.131468069555373,0.532807930202698,0.407029997076341
"153.4/382",0.360631554981645,0.144782887088803,1.45660982236213,0.729756712233507
"153.5/383",0.126348155397119,0.425684852731719,0.75590506322727,0.640458339276656
"154.1/386",-1.11033595086745,0.166384555223719,-2.38164493340692,0.247262752346283
"154.1/385",0.668282597801464,-0.166487785322707,0.706809229024646,0.0961217676728494
"167.1/388",0.038261358111313,-0.0224552693369934,-0.290825351398045,-0.0885055287116567
"167.1/389",-0.0573003671236979,-0.00739929753590805,-0.870911446967975,-0.0476733211322483
"167.1/390",-0.0141193413647167,-0.00739929753590805,-0.607309750226984,-0.0476733211322483
"167.1/391",0.0346067995564102,0.0221300412555041,-0.303429573840045,0.0324110538349455
"167.1/392",-0.0993097523683365,-0.012232551948585,-1.05381493376331,-0.0213332422786347
"244.1/396",-0.220380537206601,-0.204038713800967,0.102511766805322,0.376680979897182
"244.1/394",0.219701832144302,0.0799646682661838,0.18230004204229,0.205798007225432
"244.1/408",0.028084835530438,0.289492080092803,-0.079141141852098,0.299863946337379
"276.1/409",1.19115672411997,0.256103618439875,2.01442582808851,1.16238896661416
"276.1/410",0.107138426367705,0.256103618439875,1.40877284221995,1.16238896661416
"276.1/411",0.298640805815046,0.256103618439875,1.5157673349824,1.16238896661416
"276.1/412",0.0313672130794346,0.256103618439875,1.36643862916646,1.16238896661416
"297.1/422",-0.0650432764456646,0.0437502802380175,0.1379687222867,0.171790035214925
"297.1/418",0.126431045684546,-0.0812652688235309,0.455360050638293,0.0935282997736077
"97.1/428",-0.0233891748562314,-0.203363214505192,-0.38421083306163,-0.472819875137674
"245.1/429",-0.136809870926088,-0.061830384688937,-0.735212369495196,-0.0186463845261759
"245.1/431",-0.0837160562953517,0.71841504572775,-0.576372222383116,0.386843658103512
"113.1/434",0.0149020839249125,-0.85700903925769,0.589564858953566,-0.530725596445974
"113.1/435",0.139906392088053,0.671680037053971,0.782338979645999,0.574472099419227
"171.1/446",-0.0952392193190231,0.0662654536305209,0.451083656339131,0.434157441980161
"171.1/445",0.215987346662186,0.0646340618226977,0.352500358292232,0.175837565123587
"235.1/447",-0.010640364859797,-0.28073771172971,0.71232105045857,-0.0567553813815564
"235.1/448",0.792727846557609,-0.23064392394089,0.867261903687492,-0.136285515288494
"386.1/449",0.0543022485418512,-0.460851950423341,0.396540398164143,-1.19744579856468
"386.1/450",0.150469024847412,-0.460851950423341,0.525930519671985,-1.19744579856468
"386.1/451",-0.0568335678099692,-0.460851950423341,0.24700978755134,-1.19744579856468
"247.1/452",0.228584796207172,-0.754151309247657,-0.134993941005232,-0.858213034007961
"247.2/453",0.10827018494167,-0.713715386257972,-0.269759006490821,-0.347476752597172
"247.3/454",0.0134468350017673,-0.412534529686189,-0.694032649710933,-0.224581785170673
"247.1/455",0.00920260284132983,-0.633324045657684,-0.222279902549963,-0.68491792304418
"247.2/456",0.00290869788968216,-0.370548804841648,-0.207484228174426,-0.00336323627703179
"247.3/457",0.135314632220546,-0.156884370103975,-0.379073114196744,0.0522947900346583
"247.1/458",-0.148156918309821,1.01890618190719,-0.4147371885242,0.503988020691522
"247.2/459",0.0407011831472973,1.29936283264449,-0.174988665704369,1.19912694562549
"247.3/460",-0.0867693925272832,0.668679011429155,-0.716323797346277,0.606090786593135
"247.1/461",-0.215121561715202,0.194702422233639,-0.408318976657921,-0.0487634083104333
"247.2/462",-0.306074200186413,0.106118816950133,-0.52049798769302,0.362850008575472
"247.3/463",-0.460781807963498,0.109975237258658,-1.03876020215174,0.257317154182195
