"","Predictor","Chisq","Df","P.Value"
"1","zcor.ECD.B",1.05900670598288,1,0.303441841627737
"2","ECD_max",4.65693596878432,1,0.030928336758679
"3","study_type",0.186913842673567,1,0.665497708543189
