"","studyID","Case.study","zcor.ECD.LD","var.zcor.ECD.LD","n.replicate.LD","LD.metric","LD.unit","study_type","experiment_type","system","ecosystem","country","exp_duration","litter.species","litter.type","meshsize..mm.","ECD_subcategory","ECD_identity","ECD_mixture","ECD_mixture_identity_type","ECD_intensity_norm_max","ECD_intensity_norm_min","ECD_magnitude","ES_origin","k_rate_imputation_M1","zcor.ECD.LDd","var.zcor.ECD.LDd","n.replicate.LDd"
"58",29,29.1,0.0180857823589663,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","stream","USA",183,"White oak","broad leaves",NA,"acid mine drainage","Al","yes","stressors",0.544727175441672,-0.371563556432483,0.916290731874155,"Hedge's d","SD not imputed",NA,NA,NA
"59",29,29.1,-0.54760015242953,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","stream","USA",183,"White oak","broad leaves",NA,"acid mine drainage","Al","yes","stressors",4.75636082418687,-0.371563556432483,5.12792438061935,"Hedge's d","SD not imputed",NA,NA,NA
"60",29,29.2,0.169533988282954,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","stream","USA",183,"White oak","broad leaves",NA,"acid mine drainage","Al","yes","stressors",3.14988295338125,1.47426313406585,1.6756198193154,"Hedge's d","SD not imputed",NA,NA,NA
"61",29,29.2,-0.327749977180423,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","stream","USA",183,"White oak","broad leaves",NA,"acid mine drainage","Al","yes","stressors",4.06715842191794,1.47426313406585,2.59289528785209,"Hedge's d","SD not imputed",NA,NA,NA
"62",170,170.1,-0.140835551415862,0.142857142857143,10,"dry mass remaining","%","experimental","field","terrestrial","pasture","New Zealand",305,"Lolium perenne","grass","1","pesticides","herbicide: glyphosate","yes","stressors",3.40119738166216,-5.1892834455239,8.59048082718606,"Hedge's d","SD imputed",NA,NA,NA
"63",170,170.1,-0.163852548392601,0.142857142857143,10,"dry mass remaining","%","experimental","field","terrestrial","pasture","New Zealand",305,"Lolium perenne","grass","1","pesticides","herbicide: glyphosate","yes","stressors",3.40119738166216,-5.1892834455239,8.59048082718606,"Hedge's d","SD imputed",NA,NA,NA
"64",262,262.1,-1.18051026858005,0.0666666666666667,18,"rate (k)","d-1","observational","field","aquatic","stream","USA",77,"Populus tremuloides","broad leaves","8","acid mine drainage","Zn","yes","stressors",3.97777438299093,-0.0295588022415445,4.00733318523247,"Hedge's d","SD not imputed",NA,NA,NA
"65",262,262.1,-1.32811333113269,0.0666666666666667,18,"rate (k)","d-1","observational","field","aquatic","stream","USA",77,"Populus tremuloides","broad leaves","8","acid mine drainage","Zn","yes","stressors",2.96617347131245,-0.0295588022415445,2.99573227355399,"Hedge's d","SD not imputed",NA,NA,NA
"66",58,58.1,0.545706674651704,0.04,28,"rate (k)","d-1","experimental","field","aquatic","stream","USA",123,"Acer rubrum","broad leaves","5","nutrient enrichment",NA,"yes","resource",1.17994646972308,-0.539053645222545,1.71900011494562,"Hedge's d","SD not imputed",NA,NA,NA
"67",58,58.1,0.516316007711356,0.0333333333333333,33,"rate (k)","d-1","experimental","field","aquatic","stream","USA",123,"Acer rubrum","broad leaves","1","nutrient enrichment",NA,"yes","resource",1.17994646972308,-0.539053645222545,1.71900011494562,"Hedge's d","SD not imputed",NA,NA,NA
"68",140,140.1,0.15597652720492,0.333333333333333,6,"rate (k)","d-1","experimental","field","terrestrial","forest","USA",488,"Populus tremoides","broad leaves","10","nitrogen deposition",NA,"no",NA,0.405465108108164,-5.1892834455239,5.59474855363206,"Hedge's d","SD imputed",NA,NA,NA
"69",153,153.1,0.698490319228127,0.0212765957446809,50,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",26,"Alnus glutinosa","broad leaves","10","eutrophication",NA,"yes","resource",-0.116196794402512,-1.69173315516093,1.57553636075842,"Hedge's d","SD not imputed",NA,NA,NA
"70",153,153.2,0.188209949293306,0.111111111111111,12,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",26,"Alnus glutinosa","broad leaves","10","eutrophication",NA,"yes","resource",-0.264616799520785,-1.87405471195489,1.6094379124341,"Hedge's d","SD not imputed",NA,NA,NA
"71",153,153.3,-0.0525967908890617,0.111111111111111,12,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",26,"Alnus glutinosa","broad leaves","10","eutrophication",NA,"yes","resource",-0.225396086367504,-2.38488033572088,2.15948424935338,"Hedge's d","SD not imputed",NA,NA,NA
"72",153,153.4,1.80924263681959,0.111111111111111,12,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",22,"Alnus glutinosa","broad leaves","10","eutrophication",NA,"yes","resource",-0.0177974390305808,-3.28629850118564,3.26850106215506,"Hedge's d","SD not imputed",NA,NA,NA
"73",153,153.5,0.907885758694576,0.111111111111111,12,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",22,"Alnus glutinosa","broad leaves","10","eutrophication",NA,"yes","resource",0.541859066346164,-0.710903902149204,1.25276296849537,"Hedge's d","SD not imputed",NA,NA,NA
"74",153,153.1,0.895430182396439,0.0212765957446809,50,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",57,"Quercus robur","broad leaves","10","eutrophication",NA,"yes","resource",-0.116196794402512,-1.69173315516093,1.57553636075842,"Hedge's d","SD not imputed",NA,NA,NA
"75",153,153.2,0.849792828665254,0.111111111111111,12,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",57,"Quercus robur","broad leaves","10","eutrophication",NA,"yes","resource",-0.264616799520785,-1.87405471195489,1.6094379124341,"Hedge's d","SD not imputed",NA,NA,NA
"76",153,153.3,0.62771412821625,0.111111111111111,12,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",57,"Quercus robur","broad leaves","10","eutrophication",NA,"yes","resource",-0.225396086367504,-2.38488033572088,2.15948424935338,"Hedge's d","SD not imputed",NA,NA,NA
"77",153,153.4,1.57682034068935,0.111111111111111,12,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",42,"Quercus robur","broad leaves","10","eutrophication",NA,"yes","resource",-0.0177974390305808,-3.28629850118564,3.26850106215506,"Hedge's d","SD not imputed",NA,NA,NA
"78",153,153.5,0.79802111502631,0.111111111111111,12,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",42,"Quercus robur","broad leaves","10","eutrophication",NA,"yes","resource",0.541859066346164,-0.710903902149204,1.25276296849537,"Hedge's d","SD not imputed",NA,NA,NA
"79",276,276.1,2.54712730948615,0.2,8,"dry mass remaining","%","experimental","mesocosms","aquatic","rainforest stream","Australia",44,"Freycenetia scandens","broad leaves","1","nutrient enrichment",NA,"yes","resource",1.88894667419672,-2.30258509299405,4.19153176719077,"Hedge's d","SD imputed",NA,NA,NA
"80",276,276.1,1.45668660309206,0.2,8,"dry mass remaining","%","experimental","mesocosms","aquatic","rainforest stream","Australia",44,"Cryptocarya densiflora","broad leaves","1","nutrient enrichment",NA,"yes","resource",1.88894667419672,-2.30258509299405,4.19153176719077,"Hedge's d","SD imputed",NA,NA,NA
"81",276,276.1,1.64932356351395,0.2,8,"dry mass remaining","%","experimental","mesocosms","aquatic","rainforest stream","Australia",44,"Cryptocarya leucophylla","broad leaves","1","nutrient enrichment",NA,"yes","resource",1.88894667419672,-2.30258509299405,4.19153176719077,"Hedge's d","SD imputed",NA,NA,NA
"82",276,276.1,1.38046647330853,0.2,8,"dry mass remaining","%","experimental","mesocosms","aquatic","rainforest stream","Australia",44,"Macaranga subdentata","broad leaves","1","nutrient enrichment",NA,"yes","resource",1.88894667419672,-2.30258509299405,4.19153176719077,"Hedge's d","SD imputed",NA,NA,NA
"83",97,97.1,-0.387423583310176,0.0188679245283019,56,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",54,"Alnus glutinosa","broad leaves","0.5","nutrient enrichment",NA,"yes","stressors, resources",4.61135104506317,-2.55876849838646,7.17011954344963,"Hedge's d","SD not imputed",NA,NA,NA
"84",154,154.1,0.621202659400355,0.0208333333333333,51,"rate (k)","d-1","experimental","field","aquatic","stream","USA",225,"Acer rubrum","broad leaves",NA,"nutrient enrichment",NA,"yes","resource",0.0428679002271759,-2.0971982632691,2.14006616349628,"Hedge's d","SD not imputed",NA,NA,NA
"85",154,154.1,0.800387510245035,0.0196078431372549,54,"rate (k)","d-1","experimental","field","aquatic","stream","USA",225,"Rhododendron maximum","broad leaves",NA,"nutrient enrichment",NA,"yes","resource",0.0428679002271759,-2.0971982632691,2.14006616349628,"Hedge's d","SD not imputed",NA,NA,NA
"86",245,245.1,-0.323676613518246,0.0196078431372549,54,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",84,"Eucalyptus globulus","broad leaves","10","nutrient enrichment",NA,"yes","stressors, resources",2.69029347951295,1.30399911839306,1.38629436111989,"Hedge's d","SD not imputed",NA,NA,NA
"87",245,245.1,-0.548584307298225,0.0196078431372549,54,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",84,"Eucalyptus globulus","broad leaves","10","nutrient enrichment",NA,"yes","stressors, resources",2.69029347951295,1.30399911839306,1.38629436111989,"Hedge's d","SD not imputed",NA,NA,NA
"88",245,245.1,-0.357659645470854,0.0196078431372549,54,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",84,"Eucalyptus globulus","broad leaves","0.5","nutrient enrichment",NA,"yes","stressors, resources",2.69029347951295,1.30399911839306,1.38629436111989,"Hedge's d","SD not imputed",NA,NA,NA
"89",245,245.1,-0.0633426177147961,0.0196078431372549,54,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",84,"Eucalyptus globulus","broad leaves","10","nutrient enrichment",NA,"yes","stressors, resources",2.69029347951295,1.30399911839306,1.38629436111989,"Hedge's d","SD not imputed",NA,NA,NA
"90",245,245.1,-0.0352066066111491,0.0196078431372549,54,"rate (k)","d-1","observational","field","aquatic","stream","Portugal",84,"Eucalyptus globulus","broad leaves","0.5","nutrient enrichment",NA,"yes","stressors, resources",2.69029347951295,1.30399911839306,1.38629436111989,"Hedge's d","SD not imputed",NA,NA,NA
"91",113,113.1,0.5917863304644,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","mountain stream","Spain",42,"Populus nigra x canadensis","wooden sticks",NA,"wastewater",NA,"yes","stressors, resources",-0.2484613592985,-1.6094379124341,1.3609765531356,"Hedge's d","SD not imputed",NA,NA,NA
"92",113,113.1,0.803194993192374,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","mountain stream","Spain",42,"Populus nigra x canadensis","wooden sticks",NA,"wastewater",NA,"yes","stressors, resources",0.970778917158225,-1.6094379124341,2.58021682959233,"Hedge's d","SD not imputed",NA,NA,NA
"93",171,171.1,0.432754860035382,0.037037037037037,30,"rate (k)","d-1","observational","field","aquatic","stream","USA",28,"Salix sp.","broad leaves","5","nutrient enrichment",NA,"yes","stressors, resources",-0.513078158819284,-0.487760350834995,-0.025317807984289,"Hedge's d","SD imputed",NA,NA,NA
"94",171,171.1,0.394067142537887,0.037037037037037,30,"rate (k)","d-1","observational","field","aquatic","stream","USA",28,"Salix sp.","broad leaves","5","nutrient enrichment",NA,"yes","stressors, resources",3.65547811541347,-0.487760350834995,4.14323846624846,"Hedge's d","SD imputed",NA,NA,NA
"95",235,235.1,0.70617783294249,0.333333333333333,6,"mass loss","% initial mass lost","experimental","mesocosms/experimental channels","aquatic","stream","New Zealand",18,"Melicytus ramiflorus (fast decomposing)","broad leaves","leaf pack, no mesh","nutrient enrichment",NA,"yes","resource",0.467751094192442,-2.38488033572088,2.85263142991332,"Hedge's d","SD not imputed",NA,NA,NA
"96",235,235.1,1.32494353929164,0.333333333333333,6,"mass loss","% initial mass lost","experimental","mesocosms/experimental channels","aquatic","stream","New Zealand",18,"Melicytus ramiflorus (fast decomposing)","broad leaves","leaf pack, no mesh","nutrient enrichment",NA,"yes","resource",2.08866140778878,-2.38488033572088,4.47354174350966,"Hedge's d","SD not imputed",NA,NA,NA
"97",297,297.1,0.128272643112579,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","lentic: reservoir","Brazil",60,"Eichhornia crassipes","broad leaves","10","eutrophication",NA,"probably","stressors, resources",1.55225361590626,-1.58085045558219,3.13310407148845,"Hedge's d","SD imputed",NA,NA,NA
"98",297,297.1,0.474207278146095,0.0222222222222222,48,"rate (k)","d-1","observational","field","aquatic","lentic: reservoir","Brazil",105,"Typha domingensis","broad leaves","10","eutrophication",NA,"probably","stressors, resources",1.55225361590626,-1.58085045558219,3.13310407148845,"Hedge's d","SD imputed",NA,NA,NA
"99",25,25.1,0.3972196011978,0.00952380952380952,108,"rate (k)","d-1","observational","field","aquatic","boreal stream","Sweden",34,"Alnus glutinosa","broad leaves","0.3","nutrient enrichment","DIN","yes","stressors, resources",-0.752880039971948,-5.1892834455239,4.43640340555195,"Correlation","SD not imputed",0.3972196011978,0.00952380952380952,108
"100",111,111.1,0.45489867344949,0.0526315789473684,22,"mass loss","g","observational","field","aquatic","stream","Germany",21,"Alnus glutinosa","litterbags","0.5","wastewater","NO2","yes","stressors, resources",3.82864139648909,-0.693147180559945,4.52178857704904,"Correlation","SD not imputed",0.45489867344949,0.0526315789473684,22
"101",111,111.1,-1.35211416725715,0.0526315789473684,22,"mass loss","g","observational","field","aquatic","stream","Germany",21,"Alnus glutinosa","litterbags","10","wastewater","NO2","yes","stressors, resources",3.82864139648909,-0.693147180559945,4.52178857704904,"Correlation","SD not imputed",-1.35211416725715,0.0526315789473684,22
"102",166,166.1,0.327074516823066,0.00680272108843537,150,"rate (k) invertebrates","mg dry weight/day","observational","field","terrestrial","floodplain","Netherlands",49,"Populus canadensis ","broad leaves","7","metals","Cd","yes","stressors",3.87947659866994,2.91076171359921,0.96871488507073,"Correlation","SD not imputed",0.327074516823066,0.00680272108843537,150
"103",168,168.1,-0.183691333078745,0.00709219858156028,144,"rate (k)","d-1","observational","field","aquatic","stream","New Zealand",60,"Melicytus ramiflorus","broad leaves","5","acid mine drainage","Al","yes","stressors, resources",6.87266395917087,-1.06471073699243,7.9373746961633,"Correlation","SD not imputed",-0.183691333078745,0.00709219858156028,144
"104",210,210.1,-0.435618590975361,0.00350877192982456,288,"mass loss","AFDM loss %","observational","field","aquatic","stream","Portugal",38,"Alnus glutinosa; Castanea sativa; Platanus sp.; Quercus robur; Eucalyptus globulus","broad leaves","5","eutrophication","NH4","yes","stressors, resources",3.85359696495953,-2.74109005518041,6.59468702013994,"Correlation","SD not imputed",-0.435618590975361,0.00350877192982456,288
"105",289,289.1,-1.07908458255535,0.00280112044817927,360,"rate (k)","d-1","observational","field","aquatic","stream","France",66,"Fagus sylvatica","broad leaves","6","nutrient enrichment","NH4","yes","stressors, resources",0.785270469435751,-0.458707669503884,1.24397813893963,"Correlation","SD not imputed",-1.07908458255535,0.00280112044817927,360
"106",322,322.1,-1.97257503929598,0.0196078431372549,54,"rate (k)","d-1","observational","field","aquatic","stream","USA",74,"Acer rubrum","broad leaves","5","metals","Cu","yes","stressors",0.906340401020987,-2.31253542384721,3.2188758248682,"Correlation","SD not imputed",-1.97257503929598,0.0196078431372549,54
"107",385,385.1,-0.29666169085246,0.0175438596491228,60,"rate (k)","d-1","observational","field","aquatic","stream","Ireland",11,"Alnus glutinosa","broad leaves","10","nutrient enrichment","SRP","yes","stressors, resources",3.34738161025719,-1.69173315516093,5.03911476541812,"Correlation","SD not imputed",-0.29666169085246,0.0175438596491228,60
"108",385,385.1,-0.32398056590869,0.0175438596491228,60,"rate (k)","d-1","observational","field","aquatic","stream","Ireland",45,"Quercus robur","broad leaves","10","nutrient enrichment","SRP","yes","stressors, resources",3.34738161025719,-1.69173315516093,5.03911476541812,"Correlation","SD not imputed",-0.32398056590869,0.0175438596491228,60
"109",392,392.1,0.0924024793086445,0.010752688172043,96,"rate (k)","d-1","experimental","field","terrestrial","semi arid grassland","China",183,"Artemisia frigida","broad leaves","1","nitrogen deposition","Nrate","no",NA,2.9061201148643,-5.1892834455239,8.0954035603882,"Correlation","SD not imputed",0.0924024793086445,0.010752688172043,96
"110",392,392.1,0.97467774107131,0.010752688172043,96,"rate (k)","d-1","experimental","field","terrestrial","semi arid grassland","China",183,"Stipa krylovii","grass","1","nitrogen deposition","Nrate","no",NA,2.9061201148643,-5.1892834455239,8.0954035603882,"Correlation","SD not imputed",0.97467774107131,0.010752688172043,96
"111",392,392.1,0.256960406076974,0.010752688172043,96,"rate (k)","d-1","experimental","field","terrestrial","semi arid grassland","China",183,"Stipa krylovii; Artemisia frigida","mix","1","nitrogen deposition","Nrate","no",NA,2.9061201148643,-5.1892834455239,8.0954035603882,"Correlation","SD not imputed",0.256960406076974,0.010752688172043,96
"112",398,398.1,-0.29856768114846,0.00258397932816537,390,"rate (k)","d-1","observational","field","aquatic","Mountain stream","USA",NA,"Salix spp.","broad leaves","8","acid mine drainage","Zn","yes","stressors, resources",8.26449083786048,-0.72270598280149,8.98719682066197,"Correlation","SD not imputed",-0.29856768114846,0.00258397932816537,390
"113",13,13.1,-0.362769840512581,0.00709219858156028,144,"rate (k)","log(%).d-1","experimental","laboratory","aquatic","stream","France",42,"Alnus","leaf discs",NA,"pesticides","fungicide: tebuconazole","no",NA,5.82894561761021,2.30258509299405,3.52636052461616,"Hedge's d","SD imputed",-0.362769840512581,0.00709219858156028,144
"114",13,13.2,-0.195600647510381,0.00709219858156028,144,"rate (k)","log(%).d-1","experimental","laboratory","aquatic","stream","France",42,"Populus","leaf discs",NA,"pesticides","fungicide: tebuconazole","no",NA,5.76832099579377,-5.1892834455239,10.9576044413177,"Hedge's d","SD imputed",-0.195600647510381,0.00709219858156028,144
"115",52,52.1,-0.532599649905692,0.0476190476190476,24,"rate (k)","d-1","observational","field","aquatic","stream","USA",102,"Red maple","broad leaves",NA,"metals","As","no",NA,3.73686343259714,-0.463868640678219,4.20073207327536,"Hedge's d","SD imputed",-0.532599649905692,0.0476190476190476,24
"116",52,52.1,-0.580910263441852,0.0476190476190476,24,"rate (k)","d-1","observational","field","aquatic","stream","USA",144,"White oak","broad leaves",NA,"metals","As","no",NA,3.73686343259714,-0.463868640678219,4.20073207327536,"Hedge's d","SD imputed",-0.580910263441852,0.0476190476190476,24
"117",52,52.1,-0.325033090119006,0.0476190476190476,24,"rate (k)","d-1","observational","field","aquatic","stream","USA",102,"Red maple","broad leaves","10","metals","As","no",NA,2.00424125719382,-0.463868640678219,2.46810989787204,"Hedge's d","SD imputed",-0.325033090119006,0.0476190476190476,24
"118",52,52.1,-0.532820189957244,0.0476190476190476,24,"rate (k)","d-1","observational","field","aquatic","stream","USA",102,"Red maple","broad leaves","10","metals","As","no",NA,3.73686343259714,-0.463868640678219,4.20073207327536,"Hedge's d","SD imputed",-0.532820189957244,0.0476190476190476,24
"119",52,52.1,-0.484199512393079,0.0476190476190476,24,"rate (k)","d-1","observational","field","aquatic","stream","USA",144,"White oak","broad leaves","10","metals","As","no",NA,2.00424125719382,-0.463868640678219,2.46810989787204,"Hedge's d","SD imputed",-0.484199512393079,0.0476190476190476,24
"120",52,52.1,-0.580910263441852,0.0476190476190476,24,"rate (k)","d-1","observational","field","aquatic","stream","USA",144,"White oak","broad leaves","10","metals","As","no",NA,3.73686343259714,-0.463868640678219,4.20073207327536,"Hedge's d","SD imputed",-0.580910263441852,0.0476190476190476,24
"121",268,268.1,-1.30192418372717,0.2,8,"dry mass remaining","%","experimental","field","terrestrial","semi arid grassland/crop","Burkina Faso",90,"Andropogon","straw","1","pesticides","insecticide: chlorpyrifos","yes","stressors",0.246860077931526,-5.1892834455239,5.43614352345543,"Hedge's d","SD imputed",-1.30192418372717,0.2,8
"122",268,268.1,-0.812525031399447,0.2,8,"dry mass remaining","%","experimental","field","terrestrial","semi arid grassland/crop","Burkina Faso",90,"Andropogon","straw","4","pesticides","insecticide: chlorpyrifos","yes","stressors",0.246860077931526,-5.1892834455239,5.43614352345543,"Hedge's d","SD imputed",-0.812525031399447,0.2,8
"123",268,268.1,-2.05668485040689,0.2,8,"dry mass remaining","%","experimental","field","terrestrial","semi arid grassland/crop","Burkina Faso",90,"Maize","straw","1","pesticides","insecticide: chlorpyrifos","yes","stressors",0.246860077931526,-5.1892834455239,5.43614352345543,"Hedge's d","SD imputed",-2.05668485040689,0.2,8
"124",268,268.1,-0.625618965804957,0.2,8,"dry mass remaining","%","experimental","field","terrestrial","semi arid grassland/crop","Burkina Faso",90,"Maize","straw","4","pesticides","insecticide: chlorpyrifos","yes","stressors",0.246860077931526,-5.1892834455239,5.43614352345543,"Hedge's d","SD imputed",-0.625618965804957,0.2,8
"125",268,268.1,-0.631311275568645,0.2,8,"dry mass remaining","%","experimental","field","terrestrial","semi arid grassland/crop","Burkina Faso",90,"Andropogon","straw","1","pesticides","insecticide: chlorpyrifos","yes","stressors",0.246860077931526,-5.1892834455239,5.43614352345543,"Hedge's d","SD imputed",-0.631311275568645,0.2,8
"126",268,268.1,0.0892647586242678,0.2,8,"dry mass remaining","%","experimental","field","terrestrial","semi arid grassland/crop","Burkina Faso",90,"Andropogon","straw","4","pesticides","insecticide: chlorpyrifos","yes","stressors",0.246860077931526,-5.1892834455239,5.43614352345543,"Hedge's d","SD imputed",0.0892647586242678,0.2,8
"127",268,268.1,-0.0253224191244271,0.2,8,"dry mass remaining","%","experimental","field","terrestrial","semi arid grassland/crop","Burkina Faso",90,"Maize","straw","1","pesticides","insecticide: chlorpyrifos","yes","stressors",0.246860077931526,-5.1892834455239,5.43614352345543,"Hedge's d","SD imputed",-0.0253224191244271,0.2,8
"128",268,268.1,-0.199621432604848,0.2,8,"dry mass remaining","%","experimental","field","terrestrial","semi arid grassland/crop","Burkina Faso",90,"Maize","straw","4","pesticides","insecticide: chlorpyrifos","yes","stressors",0.246860077931526,-5.1892834455239,5.43614352345543,"Hedge's d","SD imputed",-0.199621432604848,0.2,8
"129",349,349.1,-0.965328197333,0.037037037037037,30,"rate (k)","d-1","observational","field","aquatic","stream","UK",9,"Alnus glutinosa","broad leaves","10","pesticides","insecticide: chlorpyrifos","no",NA,-0.244453337900961,-5.1892834455239,4.94483010762294,"Hedge's d","SD not imputed",-0.965328197333,0.037037037037037,30
"130",349,349.1,-0.0270322184766242,0.037037037037037,30,"rate (k)","d-1","observational","field","aquatic","stream","UK",9,"Alnus glutinosa","broad leaves","0.5","pesticides","insecticide: chlorpyrifos","no",NA,-0.244453337900961,-5.1892834455239,4.94483010762294,"Hedge's d","SD not imputed",-0.0270322184766242,0.037037037037037,30
"131",281,281.1,-0.3879637140409,0.00854700854700855,120,"mass loss","%","experimental","field","terrestrial","forest","Finland",1521,"Pinus sylvestris","needles","1","metals","Cd","yes","stressors, resources",-0.405465108108164,-0.762140052046897,0.356674943938733,"Hedge's d","SD not imputed",-0.3879637140409,0.00854700854700855,120
"132",281,281.1,-0.942565516523099,0.00854700854700855,120,"mass loss","%","experimental","field","terrestrial","forest","Finland",1521,"Pinus sylvestris","needles","1","metals","Cd","yes","stressors, resources",2.40794560865187,-0.762140052046897,3.17008566069877,"Hedge's d","SD not imputed",-0.942565516523099,0.00854700854700855,120
"133",115,115.1,0.0115145001608957,0.142857142857143,10,"mass loss","%","experimental","field/lab","terrestrial","rain forest","French Guiana",21,"Cellulose","filter paper",NA,"nutrient enrichment",NA,"no",NA,2.27726728500976,1.17865499634165,1.09861228866811,"Hedge's d","SD not imputed",0.0115145001608957,0.142857142857143,10
"134",115,115.1,1.01518641497675,0.142857142857143,10,"mass loss","%","experimental","field/lab","terrestrial","rain forest","French Guiana",21,"Cellulose","filter paper",NA,"nutrient enrichment",NA,"no",NA,0.698845201674583,-3.2188758248682,3.91772102654278,"Hedge's d","SD not imputed",1.01518641497675,0.142857142857143,10
"135",115,115.1,-0.0168200904051865,0.142857142857143,10,"mass loss","%","experimental","field/lab","terrestrial","rain forest","French Guiana",21,"Cellulose","filter paper",NA,"nutrient enrichment",NA,"yes","resource",2.27726728500976,1.17865499634165,1.09861228866811,"Hedge's d","SD not imputed",-0.0168200904051865,0.142857142857143,10
"136",115,115.1,0.88042176536028,0.142857142857143,10,"mass loss","%","experimental","field/lab","terrestrial","rain forest","French Guiana",21,"Cellulose","filter paper",NA,"nutrient enrichment",NA,"yes","resource",0.698845201674583,-3.2188758248682,3.91772102654278,"Hedge's d","SD not imputed",0.88042176536028,0.142857142857143,10
"137",115,115.1,1.00502294619481,0.142857142857143,10,"mass loss","%","experimental","field/lab","terrestrial","rain forest","French Guiana",21,"Cellulose","filter paper",NA,"nutrient enrichment",NA,"yes","resource",2.27726728500976,1.17865499634165,1.09861228866811,"Hedge's d","SD not imputed",1.00502294619481,0.142857142857143,10
