"","studyID","Case.study","zcor.ECD.D","var.zcor.ECD.D","n.replicate.D","zcor.ECD.LDd","var.zcor.ECD.LDd","n.replicate.LDd","study_type","experiment_type","system","ecosystem","country","litter.species","litter.type","exp_duration","meshsize..mm.","LD.metric","LD.unit","D.sampling","taxonomic.group","community.nature","consumer.taxa","D.metric","D.unit","ECD_subcategory","ECD_identity","ECD_mixture","ECD_mixture_identity_type","ECD_intensity_norm_max","ECD_intensity_norm_min","ECD_magnitude","ES_origin","D_imputation_M1","D_imputation_M2","k_rate_imputation_M1"
"107",374,374.1,-0.34073995480519,0.0222222222222222,48,-0.189154308816527,0.0222222222222222,48,"observational","field","aquatic","stream","USA","Red maple","broad leaves",35,"10","rate (k)","d-1","litterbag","A","D","Trichoptera: Pnycopsyche","biomass","mg/bag","metals","Zn","yes","stressors",5.80618951545078,0.670390193437329,5.13579932201345,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"108",385,385.1,-0.267854749106622,0.0175438596491228,60,-0.29666169085246,0.0175438596491228,60,"observational","field","aquatic","stream","Ireland","Alnus glutinosa","broad leaves",11,"10","rate (k)","d-1","litterbag","A","D","shredders","abundance","no/g litter","nutrient enrichment","SRP","yes","stressors, resources",3.34738161025719,-1.69173315516093,5.03911476541812,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"109",385,385.1,-0.276931692611488,0.0175438596491228,60,-0.32398056590869,0.0175438596491228,60,"observational","field","aquatic","stream","Ireland","Quercus robur","broad leaves",45,"10","rate (k)","d-1","litterbag","A","D","shredders","abundance","no/g litter","nutrient enrichment","SRP","yes","stressors, resources",3.34738161025719,-1.69173315516093,5.03911476541812,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"110",392,392.1,-1.53735612953631,0.0769230769230769,16,0.0924024793086445,0.010752688172043,96,"experimental","field","terrestrial","semi arid grassland","China","Artemisia frigida","broad leaves",183,"1","rate (k)","d-1","soil cores","M","D","microbial","biomass","mg C/kg soil","nitrogen deposition","Nrate","no",NA,2.9061201148643,-5.1892834455239,8.0954035603882,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"111",392,392.1,-1.53735612953631,0.0769230769230769,16,0.97467774107131,0.010752688172043,96,"experimental","field","terrestrial","semi arid grassland","China","Stipa krylovii","grass",183,"1","rate (k)","d-1","soil cores","M","D","microbial","biomass","mg C/kg soil","nitrogen deposition","Nrate","no",NA,2.9061201148643,-5.1892834455239,8.0954035603882,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"112",392,392.1,-1.53735612953631,0.0769230769230769,16,0.256960406076974,0.010752688172043,96,"experimental","field","terrestrial","semi arid grassland","China","Stipa krylovii; Artemisia frigida","mix",183,"1","rate (k)","d-1","soil cores","M","D","microbial","biomass","mg C/kg soil","nitrogen deposition","Nrate","no",NA,2.9061201148643,-5.1892834455239,8.0954035603882,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"113",398,398.1,-0.315179083849476,0.0133333333333333,78,-0.29856768114846,0.00258397932816537,390,"observational","field","aquatic","Mountain stream","USA","Salix spp.","broad leaves",NA,"8","rate (k)","d-1","litterbag","A","DFW","shredders","biomass","mg/bag","acid mine drainage","Zn","yes","stressors, resources",8.26449083786048,-0.72270598280149,8.98719682066197,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"114",34,34.1,-1.15681746459032,0.0144927536231884,72,-1.12702902604969,0.0144927536231884,72,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",21,"9","rate (k)","d-1","litterbag","A","DFW","invertebrates","abundance","log-individuals/g leaf AFDM","pesticides","pesticide mixture","yes","stressors",-1.8,-5.6,3.8,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"115",34,34.1,-1.04537054846688,0.0144927536231884,72,-1.12702902604969,0.0144927536231884,72,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",21,"9","rate (k)","d-1","litterbag","A","D","shredders","abundance","log-individuals/g leaf AFDM","pesticides","pesticide mixture","yes","stressors",-1.8,-5.6,3.8,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"116",34,34.1,0,0.0144927536231884,72,0.130739850028878,0.0144927536231884,72,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",21,"0.5","rate (k)","d-1","litterbag","M","D","fungi","biomass","mg/g leaf AFDM","pesticides","pesticide mixture","yes","stressors",0.8,-4.89,5.69,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"117",4,4.1,-0.364220263531356,NA,4,0.117389694886601,0.0476190476190476,24,"experimental","mesocosm","aquatic","lagoon","Portugal","Alnus glutinosa","broad leaves",84,"5","rate (k)","d-1","litterbag","A","DFW","invertebrates","abundance","no./bag","pesticides","fungicide: pyrimethanil","no",NA,2.85597033117883,-5.1892834455239,8.04525377670273,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"118",4,4.1,-0.621861590768942,NA,4,0.117389694886601,0.0476190476190476,24,"experimental","mesocosm","aquatic","lagoon","Portugal","Alnus glutinosa","broad leaves",84,"5","rate (k)","d-1","litterbag","A","DFW","invertebrates","biomass","mg AFDM/bag","pesticides","fungicide: pyrimethanil","no",NA,2.85597033117883,-5.1892834455239,8.04525377670273,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"119",13,13.1,-1.59950934835691,0.333333333333333,6,-0.362769840512581,0.00709219858156028,144,"experimental","laboratory","aquatic","stream","France","Alnus","leaf discs",42,NA,"rate (k)","log(%).d-1","litterbag","M","D","fungi","biomass","mg C/g leaf DM","pesticides","fungicide: tebuconazole","no",NA,5.82894561761021,2.30258509299405,3.52636052461616,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"120",13,13.1,-0.0189746105649426,0.333333333333333,6,-0.362769840512581,0.00709219858156028,144,"experimental","laboratory","aquatic","stream","France","Alnus","leaf discs",42,NA,"rate (k)","log(%).d-1","litterbag","M","D","bacteria","biomass","mg C/g leaf DM","pesticides","fungicide: tebuconazole","no",NA,5.82894561761021,2.30258509299405,3.52636052461616,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"121",13,13.2,-0.843960785068769,0.333333333333333,6,-0.195600647510381,0.00709219858156028,144,"experimental","laboratory","aquatic","stream","France","Populus","leaf discs",42,NA,"rate (k)","log(%).d-1","litterbag","M","D","fungi","biomass","mg C/g leaf DM","pesticides","fungicide: tebuconazole","no",NA,5.76832099579377,-5.1892834455239,10.9576044413177,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"122",13,13.2,0.20392913760916,0.333333333333333,6,-0.195600647510381,0.00709219858156028,144,"experimental","laboratory","aquatic","stream","France","Populus","leaf discs",42,NA,"rate (k)","log(%).d-1","litterbag","M","D","bacteria","biomass","mg C/g leaf DM","pesticides","fungicide: tebuconazole","no",NA,5.76832099579377,-5.1892834455239,10.9576044413177,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"123",52,52.1,-0.482407030865545,0.0212765957446809,50,-0.532599649905692,0.0476190476190476,24,"observational","field","aquatic","stream","USA","Red maple","broad leaves",102,NA,"rate (k)","d-1","stovepipe","A","W","invertebrates","abundance","no./m2","metals","As","no",NA,3.73686343259714,-0.463868640678219,4.20073207327536,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"124",52,52.1,-0.990651919453441,0.0212765957446809,50,-0.532599649905692,0.0476190476190476,24,"observational","field","aquatic","stream","USA","Red maple","broad leaves",102,NA,"rate (k)","d-1","stovepipe","A","bioindicators","EPT","abundance","no./m2","metals","As","no",NA,3.73686343259714,-0.463868640678219,4.20073207327536,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"125",52,52.1,-0.641842447471539,0.0212765957446809,50,-0.532599649905692,0.0476190476190476,24,"observational","field","aquatic","stream","USA","Red maple","broad leaves",102,NA,"rate (k)","d-1","stovepipe","A","D","shredders","abundance","no./m2","metals","As","no",NA,3.73686343259714,-0.463868640678219,4.20073207327536,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"126",52,52.1,-0.482407030865545,0.0212765957446809,50,-0.580910263441852,0.0476190476190476,24,"observational","field","aquatic","stream","USA","White oak","broad leaves",144,NA,"rate (k)","d-1","stovepipe","A","W","invertebrates","abundance","no./m2","metals","As","no",NA,3.73686343259714,-0.463868640678219,4.20073207327536,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"127",52,52.1,-0.990651919453441,0.0212765957446809,50,-0.580910263441852,0.0476190476190476,24,"observational","field","aquatic","stream","USA","White oak","broad leaves",144,NA,"rate (k)","d-1","stovepipe","A","bioindicators","EPT","abundance","no./m2","metals","As","no",NA,3.73686343259714,-0.463868640678219,4.20073207327536,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"128",52,52.1,-0.641842447471539,0.0212765957446809,50,-0.580910263441852,0.0476190476190476,24,"observational","field","aquatic","stream","USA","White oak","broad leaves",144,NA,"rate (k)","d-1","stovepipe","A","D","shredders","abundance","no./m2","metals","As","no",NA,3.73686343259714,-0.463868640678219,4.20073207327536,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"129",52,52.1,-1.32930015828568,0.0476190476190476,24,-0.325033090119006,0.0476190476190476,24,"observational","field","aquatic","stream","USA","Red maple","broad leaves",102,"10","rate (k)","d-1","litterbag","A","D","shredders","abundance","no./pack","metals","As","no",NA,2.00424125719382,-0.463868640678219,2.46810989787204,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"130",52,52.1,-1.35885354791688,0.0476190476190476,24,-0.532820189957244,0.0476190476190476,24,"observational","field","aquatic","stream","USA","Red maple","broad leaves",102,"10","rate (k)","d-1","litterbag","A","D","shredders","abundance","no./pack","metals","As","no",NA,3.73686343259714,-0.463868640678219,4.20073207327536,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"131",52,52.1,-0.562094106663076,0.0476190476190476,24,-0.484199512393079,0.0476190476190476,24,"observational","field","aquatic","stream","USA","White oak","broad leaves",144,"10","rate (k)","d-1","litterbag","A","D","shredders","abundance","no./pack","metals","As","no",NA,2.00424125719382,-0.463868640678219,2.46810989787204,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"132",52,52.1,-0.590896726750916,0.0476190476190476,24,-0.580910263441852,0.0476190476190476,24,"observational","field","aquatic","stream","USA","White oak","broad leaves",144,"10","rate (k)","d-1","litterbag","A","D","shredders","abundance","no./pack","metals","As","no",NA,3.73686343259714,-0.463868640678219,4.20073207327536,"Hedge's d","SD not imputed","SD not imputed","SD imputed"
"133",70,70.1,0.270761859978443,0.0344827586206897,32,-0.486433181297483,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Acari","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",1.72597172869005,0.650831796207084,1.07513993248297,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"134",70,70.1,0.325204547679559,0.0344827586206897,32,-0.722382206069831,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Acari","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",2.3625485577616,0.650831796207084,1.71171676155452,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"135",70,70.1,0.49377172935544,0.0344827586206897,32,-0.537676829708585,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Acari","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",0.503748453391906,-1.70870513527627,2.21245358866818,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"136",70,70.1,0.250625186503572,0.0344827586206897,32,-0.975965246658343,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Acari","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",1.56571247490428,-1.70870513527627,3.27441761018055,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"137",70,70.1,0.164895751417679,0.0344827586206897,32,0.145490957005228,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Acari","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",-0.163897018110399,-0.942552300384931,0.778655282274532,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"138",70,70.1,0.363942244237474,0.0344827586206897,32,-0.0969889800732602,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Acari","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",0.234979582833671,-0.942552300384931,1.1775318832186,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"139",70,70.1,0.0120254695358663,0.0344827586206897,32,-0.486433181297483,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Collembola","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",1.72597172869005,0.650831796207084,1.07513993248297,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"140",70,70.1,-0.362641783444526,0.0344827586206897,32,-0.722382206069831,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Collembola","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",2.3625485577616,0.650831796207084,1.71171676155452,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"141",70,70.1,-0.216943828834892,0.0344827586206897,32,-0.537676829708585,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Collembola","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",0.503748453391906,-1.70870513527627,2.21245358866818,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"142",70,70.1,0.107476428602736,0.0344827586206897,32,-0.975965246658343,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Collembola","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",1.56571247490428,-1.70870513527627,3.27441761018055,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"143",70,70.1,-0.45155780676285,0.0344827586206897,32,0.145490957005228,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Collembola","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",-0.163897018110399,-0.942552300384931,0.778655282274532,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"144",70,70.1,-0.0384909780440767,0.0344827586206897,32,-0.0969889800732602,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Collembola","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",0.234979582833671,-0.942552300384931,1.1775318832186,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"145",70,70.1,0.0525462076132661,0.0344827586206897,32,-0.486433181297483,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Coleoptera","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",1.72597172869005,0.650831796207084,1.07513993248297,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"146",70,70.1,-0.183908187834342,0.0344827586206897,32,-0.722382206069831,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Coleoptera","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",2.3625485577616,0.650831796207084,1.71171676155452,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"147",70,70.1,-0.419159836904143,0.0344827586206897,32,-0.537676829708585,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Coleoptera","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",0.503748453391906,-1.70870513527627,2.21245358866818,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"148",70,70.1,0.29028639681806,0.0344827586206897,32,-0.975965246658343,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Coleoptera","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",1.56571247490428,-1.70870513527627,3.27441761018055,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"149",70,70.1,0.134245701927464,0.0344827586206897,32,0.145490957005228,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Coleoptera","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",-0.163897018110399,-0.942552300384931,0.778655282274532,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"150",70,70.1,0.149890200555306,0.0344827586206897,32,-0.0969889800732602,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Coleoptera","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",0.234979582833671,-0.942552300384931,1.1775318832186,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"151",70,70.1,-0.044661393619721,0.0344827586206897,32,-0.486433181297483,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Hemiptera","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",1.72597172869005,0.650831796207084,1.07513993248297,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"152",70,70.1,-0.326556617704331,0.0344827586206897,32,-0.722382206069831,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Hemiptera","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",2.3625485577616,0.650831796207084,1.71171676155452,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"153",70,70.1,-0.17126465046379,0.0344827586206897,32,-0.537676829708585,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Hemiptera","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",0.503748453391906,-1.70870513527627,2.21245358866818,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"154",70,70.1,-0.246655558989124,0.0344827586206897,32,-0.975965246658343,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Hemiptera","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",1.56571247490428,-1.70870513527627,3.27441761018055,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"155",70,70.1,0.134062560059222,0.0344827586206897,32,0.145490957005228,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Hemiptera","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",-0.163897018110399,-0.942552300384931,0.778655282274532,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"156",70,70.1,-0.229172013385821,0.0344827586206897,32,-0.0969889800732602,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Hemiptera","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",0.234979582833671,-0.942552300384931,1.1775318832186,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"157",70,70.1,-0.206592258304555,0.0344827586206897,32,-0.486433181297483,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Diptera larvae","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",1.72597172869005,0.650831796207084,1.07513993248297,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"158",70,70.1,-0.214130933302324,0.0344827586206897,32,-0.722382206069831,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Diptera larvae","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",2.3625485577616,0.650831796207084,1.71171676155452,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"159",70,70.1,-0.10767734326199,0.0344827586206897,32,-0.537676829708585,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Diptera larvae","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",0.503748453391906,-1.70870513527627,2.21245358866818,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"160",70,70.1,-0.0365451540035438,0.0344827586206897,32,-0.975965246658343,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Diptera larvae","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",1.56571247490428,-1.70870513527627,3.27441761018055,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"161",70,70.1,0.160213871261439,0.0344827586206897,32,0.145490957005228,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Diptera larvae","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",-0.163897018110399,-0.942552300384931,0.778655282274532,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"162",70,70.1,-0.236673689206832,0.0344827586206897,32,-0.0969889800732602,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Diptera larvae","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",0.234979582833671,-0.942552300384931,1.1775318832186,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"163",70,70.1,0,0.0344827586206897,32,-0.486433181297483,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Hymenoptera","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",1.72597172869005,0.650831796207084,1.07513993248297,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"164",70,70.1,0.0608845259322466,0.0344827586206897,32,-0.722382206069831,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Hymenoptera","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",2.3625485577616,0.650831796207084,1.71171676155452,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"165",70,70.1,0.0121841282637476,0.0344827586206897,32,-0.537676829708585,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Hymenoptera","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",0.503748453391906,-1.70870513527627,2.21245358866818,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"166",70,70.1,-0.166518981570658,0.0344827586206897,32,-0.975965246658343,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Hymenoptera","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",1.56571247490428,-1.70870513527627,3.27441761018055,"Hedge's d","SD not imputed","SD imputed","SD not imputed"
"167",70,70.1,-0.030456870887368,0.0344827586206897,32,0.145490957005228,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Hymenoptera","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",-0.163897018110399,-0.942552300384931,0.778655282274532,"Hedge's d","SD not imputed","SD imputed","SD not imputed"
"168",70,70.1,-0.0149604744533546,0.0344827586206897,32,-0.0969889800732602,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Hymenoptera","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",0.234979582833671,-0.942552300384931,1.1775318832186,"Hedge's d","SD not imputed","SD not imputed","SD not imputed"
"169",70,70.1,0.29148027821044,0.0344827586206897,32,-0.486433181297483,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Aranae","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",1.72597172869005,0.650831796207084,1.07513993248297,"Hedge's d","SD not imputed","SD imputed","SD not imputed"
"170",70,70.1,-0.135074663981082,0.0344827586206897,32,-0.722382206069831,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Aranae","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",2.3625485577616,0.650831796207084,1.71171676155452,"Hedge's d","SD not imputed","SD imputed","SD not imputed"
"171",70,70.1,0.211917389820652,0.0344827586206897,32,-0.537676829708585,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Aranae","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",0.503748453391906,-1.70870513527627,2.21245358866818,"Hedge's d","SD not imputed","SD imputed","SD not imputed"
"172",70,70.1,-0.0855842149485279,0.0344827586206897,32,-0.975965246658343,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Aranae","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",1.56571247490428,-1.70870513527627,3.27441761018055,"Hedge's d","SD not imputed","SD imputed","SD not imputed"
"173",70,70.1,0.098382959790108,0.0344827586206897,32,0.145490957005228,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Aranae","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",-0.163897018110399,-0.942552300384931,0.778655282274532,"Hedge's d","SD not imputed","SD imputed","SD not imputed"
"174",70,70.1,0.0164228864372697,0.0344827586206897,32,-0.0969889800732602,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Aranae","abundance","1000xno./m2","metals","Ni","yes","stressors, resources",0.234979582833671,-0.942552300384931,1.1775318832186,"Hedge's d","SD not imputed","SD imputed","SD not imputed"
"175",70,70.1,0.41748315071616,0.0344827586206897,32,-0.486433181297483,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Protura","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",1.72597172869005,0.650831796207084,1.07513993248297,"Hedge's d","SD not imputed","SD imputed","SD not imputed"
"176",70,70.1,0.26162660449711,0.0344827586206897,32,-0.722382206069831,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Protura","abundance","1000xno./m2","metals","Zn","yes","stressors, resources",2.3625485577616,0.650831796207084,1.71171676155452,"Hedge's d","SD not imputed","SD imputed","SD not imputed"
"177",70,70.1,0.230434356069622,0.0344827586206897,32,-0.537676829708585,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Protura","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",0.503748453391906,-1.70870513527627,2.21245358866818,"Hedge's d","SD not imputed","SD imputed","SD not imputed"
"178",70,70.1,0.178243258336809,0.0344827586206897,32,-0.975965246658343,0.0769230769230769,16,"experimental","field","terrestrial","agricultural field","UK","ryegrass","grass",365,"10","mass loss","g","soil cores","A","W","Protura","abundance","1000xno./m2","metals","Cu","yes","stressors, resources",1.56571247490428,-1.70870513527627,3.27441761018055,"Hedge's d","SD not imputed","SD imputed","SD not imputed"
