"","studyID","Case.study","zcor.ECD.D","var.zcor.ECD.D","n.replicate.D","zcor.ECD.LDd","var.zcor.ECD.LDd","n.replicate.LDd","study_type","experiment_type","system","ecosystem","country","litter.species","litter.type","exp_duration","meshsize..mm.","LD.metric","LD.unit","D.sampling","taxonomic.group","community.nature","consumer.taxa","D.metric","D.unit","ECD_subcategory","ECD_identity","ECD_mixture","ECD_mixture_identity_type","ECD_intensity_norm_max","ECD_intensity_norm_min","ECD_magnitude","ES_origin","D_imputation_M1","D_imputation_M2","k_rate_imputation_M1"
"23",98,98.1,-0.429655701976135,0.0588235294117647,20,-0.422361380827224,0.0072992700729927,140,"observational","field","aquatic","stream","Portugal","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","bacteria","biomass","mg/g AFDM","nutrient enrichment","NH4","yes","stressors, resources",4.5173220954149,-3.65738078705457,8.17470288246947,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"24",98,98.1,-0.577714195859588,0.0588235294117647,20,-0.422361380827224,0.0072992700729927,140,"observational","field","aquatic","stream","Portugal","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","biomass","mg/g AFDM","nutrient enrichment","NH4","yes","stressors, resources",4.5173220954149,-3.65738078705457,8.17470288246947,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"25",98,98.2,0.567401832576275,0.0588235294117647,20,-0.819249732335118,0.0072992700729927,140,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","bacteria","biomass","mg/g AFDM","nutrient enrichment","NH4","yes","stressors, resources",3.14501397626975,-1.78557861015297,4.93059258642272,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"26",98,98.2,-1.60027586355843,0.0588235294117647,20,-0.819249732335118,0.0072992700729927,140,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","biomass","mg/g AFDM","nutrient enrichment","NH4","yes","stressors, resources",3.14501397626975,-1.78557861015297,4.93059258642272,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"27",101,101.1,1.11096094361104,0.0175438596491228,60,-0.51876495460604,0.0175438596491228,60,"observational","field","aquatic","stream","Portugal","Chestnut","broad leaves",28,"5","rate (k)","d-1","litterbag","A","DFW","invertebrates","biomass","mg/cm2","eutrophication","NH4","yes","stressors, resources",3.13271644845934,-3.65738078705457,6.79009723551391,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"28",101,101.1,-1.10577904609564,0.0175438596491228,60,-0.51876495460604,0.0175438596491228,60,"observational","field","aquatic","stream","Portugal","Chestnut","broad leaves",28,"5","rate (k)","d-1","litterbag","M","D","fungi","biomass","mg/cm2","eutrophication","NH4","yes","stressors, resources",3.13271644845934,-3.65738078705457,6.79009723551391,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"29",111,111.1,-0.0248830131462159,0.0833333333333333,15,0.45489867344949,0.0526315789473684,22,"observational","field","aquatic","stream","Germany","Alnus glutinosa","litterbags",21,"0.5","mass loss","g","litterbag","M","D","bacteria","abundance","10^16 cells/mg leaf","wastewater","NO2","yes","stressors, resources",3.82864139648909,-0.693147180559945,4.52178857704904,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"30",111,111.1,-1.37001996319702,0.0833333333333333,15,0.45489867344949,0.0526315789473684,22,"observational","field","aquatic","stream","Germany","Alnus glutinosa","litterbags",21,"0.5","mass loss","g","litterbag","M","D","fungi","biomass","mg/g leaf","wastewater","NO2","yes","stressors, resources",3.82864139648909,-0.693147180559945,4.52178857704904,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"31",111,111.1,-1.08978190779265,0.0454545454545455,25,-1.35211416725715,0.0526315789473684,22,"observational","field","aquatic","stream","Germany","Alnus glutinosa","litterbags",21,"10","mass loss","g","litterbag","A","DFW","Amphipoda","abundance","no/bag","wastewater","NO2","yes","stressors, resources",3.82864139648909,-0.693147180559945,4.52178857704904,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"32",111,111.1,-0.752836368249231,0.0454545454545455,25,-1.35211416725715,0.0526315789473684,22,"observational","field","aquatic","stream","Germany","Alnus glutinosa","litterbags",21,"10","mass loss","g","litterbag","A","DFW","Ephemeroptera","abundance","no/bag","wastewater","NO2","yes","stressors, resources",3.82864139648909,-0.693147180559945,4.52178857704904,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"33",111,111.1,1.29168924943621,0.0454545454545455,25,-1.35211416725715,0.0526315789473684,22,"observational","field","aquatic","stream","Germany","Alnus glutinosa","litterbags",21,"10","mass loss","g","litterbag","A","DFW","Isopoda","abundance","no/bag","wastewater","NO2","yes","stressors, resources",3.82864139648909,-0.693147180559945,4.52178857704904,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"34",111,111.1,-0.569334235125343,0.0454545454545455,25,-1.35211416725715,0.0526315789473684,22,"observational","field","aquatic","stream","Germany","Alnus glutinosa","litterbags",21,"10","mass loss","g","litterbag","A","DFW","Trichoptera","abundance","no/bag","wastewater","NO2","yes","stressors, resources",3.82864139648909,-0.693147180559945,4.52178857704904,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"35",111,111.1,-0.853041741971234,0.0833333333333333,15,-1.35211416725715,0.0526315789473684,22,"observational","field","aquatic","stream","Germany","Alnus glutinosa","litterbags",21,"10","mass loss","g","surber sampling","A","W","invertebrates","abundance","ind/sample","wastewater","NO2","yes","stressors, resources",3.82864139648909,-0.693147180559945,4.52178857704904,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"36",119,119.1,2.03319450722489,0.111111111111111,12,0.157989410121141,0.111111111111111,12,"experimental","laboratory","aquatic","stream","Portugal","Alnus glutinosa","leaf discs",1,NA,"mass loss","%","litterbag","M","D","fungi","biomass","mug/g litter","nutrient enrichment","SRP","no",NA,2.73111547403321,-5.1892834455239,7.92039891955711,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"37",119,119.1,1.31484336758384,0.111111111111111,12,-1.03077420353712,0.111111111111111,12,"experimental","laboratory","aquatic","stream","Portugal","Alnus glutinosa","leaf discs",35,NA,"mass loss","%","litterbag","M","D","fungi","biomass","mug/g litter","metals","Zn","no",NA,6.16484658886313,-5.1892834455239,11.354130034387,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"38",123,123.1,0.560058652324466,0.0208333333333333,51,-0.175894359220997,0.0121951219512195,85,"observational","field","aquatic","streams","Germany","Alnus glutinosa","broad leaves",19,"0.25","rate (k)","d-1","litterbag","M","D","bacteria","abundance","log no./cm2","pesticides","pesticide mixture","yes","stressors, resources",0.532587115547503,-1.05664808956908,1.58923520511658,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"39",123,123.1,-0.548063193370713,0.0208333333333333,51,-0.175894359220997,0.0121951219512195,85,"observational","field","aquatic","streams","Germany","Alnus glutinosa","broad leaves",19,"0.25","rate (k)","d-1","litterbag","M","D","fungi","biomass","mug ergosterol/g leaf","pesticides","pesticide mixture","yes","stressors, resources",0.532587115547503,-1.05664808956908,1.58923520511658,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"40",123,123.1,-0.217952642959658,0.0714285714285714,17,-0.0860964118610402,0.0140845070422535,74,"observational","field","aquatic","streams","Germany","Alnus glutinosa","broad leaves",19,"8","rate (k)","d-1","litterbag","A","D","shredders","abundance","no./composite sample","pesticides","pesticide mixture","yes","stressors, resources",0.57500693825572,-2.09286456201198,2.6678715002677,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"41",123,123.1,-0.209668027764238,0.0714285714285714,17,-0.0860964118610402,0.0140845070422535,74,"observational","field","aquatic","streams","Germany","Alnus glutinosa","broad leaves",19,"8","rate (k)","d-1","litterbag","A","DFW","invertebrates","abundance","no./composite sample","pesticides","pesticide mixture","yes","stressors, resources",0.57500693825572,-2.09286456201198,2.6678715002677,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"42",129,129.1,0.289068296454422,0.0588235294117647,20,0.22805418117739,0.0103092783505155,100,"experimental","field","aquatic","stream","Portugal","Ochroma pyramidale","wood/veneer",94.5,"10","rate (k)","d-1","litterbag","M","D","fungi","biomass","mg/g AFDM","nutrient enrichment","NO3","no",NA,-1.13046498721933,-3.6954143445996,2.56494935738027,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"43",129,129.1,0.700240553434958,0.0588235294117647,20,0.569521714674825,0.0103092783505155,100,"experimental","field","aquatic","stream","Portugal","Alnus glutinosa","broad leaves",35,"10","rate (k)","d-1","litterbag","M","D","fungi","biomass","mg/g AFDM","nutrient enrichment","NO3","no",NA,-1.13046498721933,-3.6954143445996,2.56494935738027,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"44",129,129.1,0.88851032196048,0.0588235294117647,20,0.574514756637783,0.0103092783505155,100,"experimental","field","aquatic","stream","Portugal","Quercus robur","broad leaves",94.5,"10","rate (k)","d-1","litterbag","M","D","fungi","biomass","mg/g AFDM","nutrient enrichment","NO3","no",NA,-1.13046498721933,-3.6954143445996,2.56494935738027,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"45",157,157.1,-0.308092262400378,0.00709219858156028,144,0.697447534703529,0.00709219858156028,144,"observational","field","aquatic","stream","USA","red maple","broad leaves",147,"4","rate (k)","d-1","litterbag","A","D","shredders","abundance","ind./bag","nutrient enrichment","SRP","yes","stressors, resources",-2.14849155765665,-2.95286437332682,0.80437281567017,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"46",157,157.1,0.223242053273536,0.111111111111111,12,0.697447534703529,0.00709219858156028,144,"observational","field","aquatic","stream","USA","red maple","broad leaves",147,"4","rate (k)","d-1","litterbag","A","D","shredders","abundance","ind./g AFDM remaining","nutrient enrichment","SRP","yes","stressors, resources",-2.14849155765665,-2.95286437332682,0.80437281567017,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"47",157,157.1,0.770656950209753,0.00709219858156028,144,0.697447534703529,0.00709219858156028,144,"observational","field","aquatic","stream","USA","red maple","broad leaves",147,"4","rate (k)","d-1","litterbag","A","DFW","invertebrates","abundance","ind./bag","nutrient enrichment","SRP","yes","stressors, resources",-2.14849155765665,-2.95286437332682,0.80437281567017,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"48",157,157.1,0.763712248487713,0.111111111111111,12,0.697447534703529,0.00709219858156028,144,"observational","field","aquatic","stream","USA","red maple","broad leaves",147,"4","rate (k)","d-1","litterbag","A","DFW","invertebrates","abundance","ind./g AFDM remaining","nutrient enrichment","SRP","yes","stressors, resources",-2.14849155765665,-2.95286437332682,0.80437281567017,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"49",166,166.1,-0.241315634078633,0.00680272108843537,150,0.327074516823066,0.00680272108843537,150,"observational","field","terrestrial","floodplain","Netherlands","Populus canadensis ","broad leaves",49,"7","rate (k) invertebrates","mg dry weight/day","soil quadrat","A","D","Earthworm: Aporrectodea caliginosa","abundance","no./m2","metals","Cd","yes","stressors",3.87947659866994,2.91076171359921,0.96871488507073,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"50",166,166.1,0.476730143437957,0.00680272108843537,150,0.327074516823066,0.00680272108843537,150,"observational","field","terrestrial","floodplain","Netherlands","Populus canadensis ","broad leaves",49,"7","rate (k) invertebrates","mg dry weight/day","soil quadrat","A","D","Earthworm: Lumbricus rubellus","abundance","no./m2","metals","Cd","yes","stressors",3.87947659866994,2.91076171359921,0.96871488507073,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"51",166,166.1,0.233009964480304,0.00680272108843537,150,0.327074516823066,0.00680272108843537,150,"observational","field","terrestrial","floodplain","Netherlands","Populus canadensis ","broad leaves",49,"7","rate (k) invertebrates","mg dry weight/day","soil quadrat","A","D","Isopod: Trachelipus rathkii","abundance","no./m2","metals","Cd","yes","stressors",3.87947659866994,2.91076171359921,0.96871488507073,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"52",166,166.1,0.149125651026074,0.00680272108843537,150,0.327074516823066,0.00680272108843537,150,"observational","field","terrestrial","floodplain","Netherlands","Populus canadensis ","broad leaves",49,"7","rate (k) invertebrates","mg dry weight/day","soil quadrat","A","D","macrofauna","abundance","no./m2","metals","Cd","yes","stressors",3.87947659866994,2.91076171359921,0.96871488507073,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"53",166,166.1,-0.262295985563931,0.00680272108843537,150,0.327074516823066,0.00680272108843537,150,"observational","field","terrestrial","floodplain","Netherlands","Populus canadensis ","broad leaves",49,"7","rate (k) invertebrates","mg dry weight/day","soil quadrat","A","D","Millipedes: Brachydesmus superus","abundance","no./m2","metals","Cd","yes","stressors",3.87947659866994,2.91076171359921,0.96871488507073,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"54",166,166.1,0.498401650891361,0.00680272108843537,150,0.327074516823066,0.00680272108843537,150,"observational","field","terrestrial","floodplain","Netherlands","Populus canadensis ","broad leaves",49,"7","rate (k) invertebrates","mg dry weight/day","soil quadrat","A","D","Millipedes: Brachyiulus pusillus","abundance","no./m2","metals","Cd","yes","stressors",3.87947659866994,2.91076171359921,0.96871488507073,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"55",166,166.1,-0.608947703522916,0.00680272108843537,150,0.327074516823066,0.00680272108843537,150,"observational","field","terrestrial","floodplain","Netherlands","Populus canadensis ","broad leaves",49,"7","rate (k) invertebrates","mg dry weight/day","soil quadrat","A","D","Millipedes: Iulus scandinavius","abundance","no./m2","metals","Cd","yes","stressors",3.87947659866994,2.91076171359921,0.96871488507073,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"56",168,168.1,-0.506550309577143,0.111111111111111,12,-0.183691333078745,0.00709219858156028,144,"observational","field","aquatic","stream","New Zealand","Melicytus ramiflorus","broad leaves",60,"5","rate (k)","d-1","litterbag","A","D","shredders","abundance","no./g AFDM litter remaining","acid mine drainage","Al","yes","stressors, resources",6.87266395917087,-1.06471073699243,7.9373746961633,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"57",168,168.1,-0.530676321249571,0.111111111111111,12,-0.183691333078745,0.00709219858156028,144,"observational","field","aquatic","stream","New Zealand","Melicytus ramiflorus","broad leaves",60,"5","rate (k)","d-1","litterbag","A","DFW","invertebrates","abundance","no./g AFDM litter remaining","acid mine drainage","Al","yes","stressors, resources",6.87266395917087,-1.06471073699243,7.9373746961633,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"58",180,180.1,-1.14020150883346,0.0555555555555556,21,-0.824864684656284,0.00980392156862745,105,"observational","field","aquatic","stream","USA","Acer saccharinum","broad leaves",56,"10","rate (k)","d-1","kicknet and dip net","A","W","invertebrates","abundance","no./composite sample","acid mine drainage","Al","yes","stressors",3.60811809746948,0.321583624127462,3.28653447334202,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"59",203,203.1,0.4538672347722,0.0144927536231884,72,-1.34071032044787,0.0196078431372549,54,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",27,"10","rate (k)","d-1","Surber sampler","A","W","invertebrates","abundance","ind/sample","eutrophication","NH4","yes","stressors, resources",1.61073507076035,-1.80892597414997,3.41966104491032,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"60",210,210.1,-0.150250370978625,0.00350877192982456,288,-0.435618590975361,0.00350877192982456,288,"observational","field","aquatic","stream","Portugal","Alnus glutinosa; Castanea sativa; Platanus sp.; Quercus robur; Eucalyptus globulus","broad leaves",38,"5","mass loss","AFDM loss %","litterbag","A","DFW","invertebrates","biomass","mg/g AFDM","eutrophication","NH4","yes","stressors, resources",3.85359696495953,-2.74109005518041,6.59468702013994,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"61",210,210.1,-1.18045530700625,0.00350877192982456,288,-0.435618590975361,0.00350877192982456,288,"observational","field","aquatic","stream","Portugal","Alnus glutinosa; Castanea sativa; Platanus sp.; Quercus robur; Eucalyptus globulus","broad leaves",38,"5","mass loss","AFDM loss %","litterbag","M","D","fungi","biomass","mg/g AFDM","eutrophication","NH4","yes","stressors, resources",3.85359696495953,-2.74109005518041,6.59468702013994,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"62",213,213.1,-0.60259280428054,0.111111111111111,12,-0.474722808968374,0.00350877192982456,288,"observational","field","aquatic","estuary","Portugal","Fucus vesiculosus","algae cut in 8 cm long fragments",30,"5","rate (k)","d-1","litterbag","A","DFW","invertebrates","abundance","no./composite sample","metals","Hg","yes","stressors",2.00143640728089,-5.1892834455239,7.19071985280479,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"63",213,213.1,-0.0618371100029413,0.111111111111111,12,-0.474722808968374,0.00350877192982456,288,"observational","field","aquatic","estuary","Portugal","Fucus vesiculosus","algae cut in 8 cm long fragments",30,"5","rate (k)","d-1","core","A","W","invertebrates","abundance","no./composite sample","metals","Hg","yes","stressors",2.00143640728089,-5.1892834455239,7.19071985280479,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"64",213,213.1,-0.292867443625761,0.111111111111111,12,-0.199218119222792,0.00350877192982456,288,"observational","field","aquatic","estuary","Portugal","Phragmites australis","broad leaves cut in 8 cm long fragments",30,"5","rate (k)","d-1","litterbag","A","DFW","invertebrates","abundance","no./composite sample","metals","Hg","yes","stressors",2.00143640728089,-5.1892834455239,7.19071985280479,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"65",213,213.1,-0.0618371100029413,0.111111111111111,12,-0.199218119222792,0.00350877192982456,288,"observational","field","aquatic","estuary","Portugal","Phragmites australis","broad leaves cut in 8 cm long fragments",30,"5","rate (k)","d-1","core","A","W","invertebrates","abundance","no./composite sample","metals","Hg","yes","stressors",2.00143640728089,-5.1892834455239,7.19071985280479,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"66",215,215.1,4.08410067202847,0.111111111111111,12,0.286667960195335,0.0144927536231884,72,"observational","field","terrestrial","forest (brownfield)","France","Populus tremula","broad leaves without petioles",283,"5","rate (k)","d-1","litterbag","A","D","fungi","biomass","mug/g litter","metals","Pb","yes","stressors",6.30787328773879,0.277801963852074,6.03007132388672,"Correlation","SD not imputed","SD not imputed","SD not imputed"
